transaction_sk,currency,transaction_type,transaction_status,topup_method,transaction_date
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-20 11:50:46.001710
6dea75eee7f0,USD,D,Pending,Mpesa,2025-04-20 10:28:14.503405
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-08 05:13:56.692233
c1802dfe5c1c,TZS,deposit,Failed,Mpesa,2025-03-02 10:04:35.688521
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-25 13:13:23.280956
972a2eae2a5e,KES,W,Failed,Mpesa,2025-03-25 00:19:49.272035
3e364c71d5b4,UGSH,Deposit ,Failed,Bank Transfer,2025-03-29 09:29:30.616056
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-04-08 22:40:22.295972
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-02 17:21:35.383749
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-19 03:38:40.476497
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-18 22:56:21.473391
08ba0855da82,TZSH,Deposit ,Failed,Mpesa,2025-04-01 04:01:47.185351
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-01 18:56:46.391521
bea1bf423a7a,KSH,D,Failed,Cash Desk,2025-03-29 09:58:32.769433
3e364c71d5b4,UGSH,Deposit ,Failed,Bank Transfer,2025-04-04 06:14:10.757620
2dfe31a08815,TSH,D,Failed,Bank Transfer,2025-02-14 15:11:34.952298
9b02031652ce,RF,withdrawal,Failed,Mpesa,2025-04-05 18:30:01.956587
9c862132f553,KSH,W,Failed,Bank Transfer,2025-04-05 07:46:38.846160
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-02-09 20:46:27.330920
b8536b339457,USD,W,Failed,Mpesa,2025-03-24 02:54:28.900718
068b4d89c568,RF,deposit,Pending,Mpesa,2025-04-19 00:25:13.802014
128ab29f3087,KES,W,Failed,Bank Transfer,2025-04-04 01:09:02.159104
5dca589f947b,UGX, Withdrawal ,Completed,Mpesa,2025-04-18 07:44:11.662201
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-04-07 17:49:27.665186
09ca7ed6be90,RF,W,Failed,Cash Desk,2025-03-14 13:43:11.851524
921056da457c,KSH,W,Failed,Paypal,2025-03-08 03:19:47.262679
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-03-14 09:31:03.279624
bf5cf6a943a2,TZSH, Withdrawal ,Failed,Cash Desk,2025-03-16 11:42:59.889043
2566c5ccdb10,USD,D,Failed,Paypal,2025-02-26 07:14:30.471681
67d48f1d6538,KES,Deposit ,Failed,Cash Desk,2025-03-19 20:30:36.181012
73324d3f3751,USD, Withdrawal ,Pending,Paypal,2025-04-19 06:15:52.850770
bdd75790c09d,TSH,D,Completed,Cash Desk,2025-04-21 01:30:14.590945
554deb4dba5d,RF,D,Completed,Cash Desk,2025-04-19 14:07:11.126310
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-02-03 17:04:05.376757
219bd98f220c,USH,D,Failed,Paypal,2025-02-17 21:18:46.606272
a9bc1001860b,TZS,deposit,Pending,Mpesa,2025-04-22 23:41:32.021903
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-02-07 00:41:37.438276
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-02-02 21:58:00.397341
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-03-22 18:42:46.225328
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-03-06 23:37:51.070418
8e3129740440,RWF,deposit,Failed,Card Payment,2025-02-23 05:41:22.456851
ea5df9883ce1,KES,withdrawal,Failed,Mpesa,2025-02-22 05:22:41.859019
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-03-01 09:36:49.421912
ebc0749c031c,TSH,W,Pending,Cash Desk,2025-04-19 10:17:59.605506
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-20 17:34:16.172231
05d9d5b8d053,KS,Deposit ,Failed,Paypal,2025-02-15 01:53:00.317594
a24b7bb9abb8,USH,D,Pending,Bank Transfer,2025-04-24 08:00:52.358117
d891fbc2ab04,TZS,D,Failed,Bank Transfer,2025-02-27 02:51:17.181899
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-04-04 18:41:45.577596
526ad7451456,KSH,D,Failed,Bank Transfer,2025-02-06 05:11:02.854980
2c614c70f0d5,UGX,D,Failed,Cash Desk,2025-03-03 17:39:33.370047
2ea71a63f274,TSH,W,Completed,Mpesa,2025-04-22 06:06:18.653116
0b5fbee2b4ee,RF,D,Failed,Mpesa,2025-02-18 06:12:35.012055
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-02-14 21:50:17.707506
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-28 14:27:52.272215
8239f43511ed,USD,withdrawal,Completed,Cash Desk,2025-04-23 02:41:38.377436
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-04-07 01:46:07.154583
968f4700418f,KSH, Withdrawal ,Failed,Paypal,2025-02-14 16:17:49.004696
1927f06256bf,UGX,Deposit ,Failed,Bank Transfer,2025-04-06 07:00:34.664142
d17b1c7f76cd,TSH, Withdrawal ,Failed,Cash Desk,2025-02-14 07:17:23.208951
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-02-15 01:03:37.673744
6d34d795b92e,KES,deposit,Failed,Bank Transfer,2025-03-15 08:38:42.037920
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-04 18:30:26.850195
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-02-22 18:37:28.637331
e98d454b9c64,RF,D,Failed,Cash Desk,2025-02-21 13:30:51.199571
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-02-15 08:50:13.544051
453a84fe88b1,UGSH,D,Failed,Paypal,2025-02-19 11:33:36.959924
2d73be03f221,TZS,withdrawal,Failed,Bank Transfer,2025-04-04 22:55:12.847309
636aa734b379,RF,deposit,Failed,Bank Transfer,2025-03-27 02:44:51.485054
2bf1e46ad8dc,KSH,deposit,Pending,Card Payment,2025-04-20 18:09:54.713964
50a877e32994,UGSH, Withdrawal ,Failed,Cash Desk,2025-04-13 22:23:57.990340
60a831e39318,TZSH,deposit,Failed,PayPal,2025-02-22 10:49:16.690542
3d69398df494,RF,W,Failed,Mpesa,2025-04-05 02:41:13.657873
b8536b339457,USD,W,Failed,Mpesa,2025-02-03 02:40:45.922275
d1f39d97bc71,UGX, Withdrawal ,Failed,Bank Transfer,2025-04-03 04:29:43.720233
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-07 15:17:39.646046
9b02031652ce,RF,withdrawal,Failed,Mpesa,2025-03-14 05:23:41.501485
564b173c2cfb,KS,withdrawal,Failed,Bank Transfer,2025-02-04 09:15:18.413127
474533f32f30,USD,D,Pending,Paypal,2025-04-23 03:19:21.735165
7ded5721e6f8,TZSH,deposit,Failed,Cash Desk,2025-03-12 05:23:19.940169
636aa734b379,RF,deposit,Failed,Bank Transfer,2025-02-02 06:12:49.657089
a4545f39cc25,KS,deposit,Failed,Mpesa,2025-03-02 17:52:41.605426
e5d135d335c7,USH, Withdrawal ,Failed,Bank Transfer,2025-04-09 12:00:51.696271
58f5d528a073,TZSH,D,Failed,Bank Transfer,2025-02-18 20:43:07.577368
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-04-12 10:51:19.331506
8d6127e5e595,USD,D,Pending,Bank Transfer,2025-04-22 04:50:47.721119
34e8f533ac6a,USH,D,Failed,Mpesa,2025-03-06 05:38:04.934709
3e1c4ec6f728,TZS,W,Failed,Bank Transfer,2025-02-02 19:54:56.414083
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-02-03 02:19:59.337738
c214188d69ff,KS,W,Failed,Cash Desk,2025-03-03 05:35:39.298186
5cf2458bf9cb,UGX,withdrawal,Pending,Paypal,2025-04-15 06:37:15.047854
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-31 02:39:11.351351
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-04-10 08:42:11.784607
7386933a29fa,KES,D,Failed,Mpesa,2025-04-11 18:38:43.509495
b714920fb84f,USH,withdrawal,Failed,Cash Desk,2025-02-12 04:23:31.856946
ffc5ebcc0996,USD,W,Pending,Cash Desk,2025-04-19 13:41:27.602135
a52808b861db,RF,D,Failed,Paypal,2025-02-05 07:31:09.081404
bea1bf423a7a,KSH,D,Failed,Cash Desk,2025-03-06 11:54:30.911964
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-03-04 18:50:28.955816
8377b3524b94,TZSH, Withdrawal ,Failed,Mpesa,2025-04-05 09:22:01.447408
1a99c857a0fa,RF,W,Failed,Bank Transfer,2025-02-04 07:13:16.028258
dad7bb5966cf,KSH,deposit,Failed,PayPal,2025-02-14 13:15:56.405803
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-16 07:08:43.020736
c1802dfe5c1c,TZS,deposit,Failed,Mpesa,2025-02-02 11:41:18.975677
2e9496fef3c5,USD,deposit,Pending,PayPal,2025-04-18 01:02:31.016785
b3c9697c108f,KES, Withdrawal ,Failed,Bank Transfer,2025-02-20 12:24:17.025500
a60f278f4d94,USH,deposit,Failed,Card Payment,2025-02-25 07:31:06.568202
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-04-06 17:57:03.434726
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-25 01:20:35.250726
d090fa904061,KSH,withdrawal,Failed,Cash Desk,2025-03-13 02:51:13.670768
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-07 22:03:13.379301
4eba0a05774d,TSH,D,Failed,Mpesa,2025-03-06 01:23:55.127797
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-02-22 19:40:45.960521
972a2eae2a5e,KES,W,Failed,Mpesa,2025-02-03 06:28:02.507663
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-16 22:18:38.379506
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-03-31 13:22:35.561416
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-04-02 21:40:56.169181
7e5beeeffd78,KSH,D,Completed,Paypal,2025-04-16 21:02:11.789435
fe7dc9c809a3,UGX,W,Completed,Bank Transfer,2025-04-28 08:18:26.053929
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-03-10 23:12:08.115708
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-02-15 06:27:31.298160
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-02-20 15:57:06.244316
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-18 14:04:11.316461
c1802dfe5c1c,TZS,deposit,Failed,Mpesa,2025-03-31 02:11:19.327450
e77fa5c49141,RF,withdrawal,Failed,Paypal,2025-02-10 13:40:58.739762
b3c9697c108f,KES, Withdrawal ,Failed,Bank Transfer,2025-03-11 14:21:55.726329
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-03-07 18:59:52.809054
91383450cf01,TZS,Deposit ,Failed,Mpesa,2025-03-31 19:16:16.275195
2af32da9cd95,RWF, Withdrawal ,Pending,Bank Transfer,2025-04-25 05:29:24.195336
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-22 03:56:56.821545
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-02-08 01:46:27.413361
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-03-09 03:24:36.570781
2566c5ccdb10,USD,D,Failed,Paypal,2025-03-17 11:26:32.628638
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-26 17:00:36.955572
3e364c71d5b4,UGSH,Deposit ,Failed,Bank Transfer,2025-02-16 17:11:37.743386
1ecfcbe2494c,TZSH,deposit,Failed,Card Payment,2025-03-03 04:30:12.088700
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-04-14 01:53:24.602338
3ed1835d8afe,KS,Deposit ,Pending,Cash Desk,2025-04-28 20:42:48.330307
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-02 08:49:14.533875
51e0632538f7,TZSH,Deposit ,Pending,Bank Transfer,2025-04-19 17:35:10.837008
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-28 15:41:04.341369
921056da457c,KSH,W,Failed,Paypal,2025-02-22 18:12:52.554222
74ba0d303686,UGSH,Deposit ,Failed,Paypal,2025-03-18 15:02:56.931537
08efa3951b67,TZSH, Withdrawal ,Failed,Paypal,2025-04-02 20:00:53.678118
8b172ea1547d,RWF,Deposit ,Failed,Paypal,2025-04-12 09:59:22.727557
7dbdf2e61568,USD,deposit,Completed,Mpesa,2025-04-16 19:16:29.156380
1274b7e64f9e,USH,deposit,Completed,Bank Transfer,2025-04-22 22:01:28.030770
bdd75790c09d,TSH,D,Completed,Cash Desk,2025-04-18 06:30:53.204170
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-10 03:03:43.130785
6726a38d2b47,KSH,W,Failed,Mpesa,2025-03-24 21:37:18.630386
730f7d6abb41,USH, Withdrawal ,Pending,Bank Transfer,2025-04-21 19:40:52.562479
f8ddec842c09,TZS, Withdrawal ,Failed,Mpesa,2025-02-19 12:08:25.316581
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-02-07 09:22:23.289278
a06dfa14ea18,KSH,withdrawal,Failed,Mpesa,2025-04-14 12:06:00.117256
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-19 04:11:36.489089
a39febad5db5,USD, Withdrawal ,Completed,Bank Transfer,2025-04-18 06:44:16.915545
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-04-03 07:20:06.123855
4d4c930a4b54,KSH,deposit,Failed,Cash Desk,2025-02-20 05:09:54.235080
b65aeb096539,UGSH,W,Failed,Cash Desk,2025-03-04 13:45:34.889084
ab637323e89f,TZSH,withdrawal,Failed,Paypal,2025-03-23 23:27:01.253619
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-02-19 16:59:19.043898
0527695ea166,KSH,deposit,Failed,Card Payment,2025-02-22 00:56:58.538496
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-03-24 17:37:36.622148
8377b3524b94,TZSH, Withdrawal ,Failed,Mpesa,2025-03-07 00:22:25.544492
e77fa5c49141,RF,withdrawal,Failed,Paypal,2025-04-01 13:25:01.299152
e7d479712400,KES,withdrawal,Failed,Bank Transfer,2025-02-03 12:06:55.409490
7cf5fb614f42,UGSH,deposit,Failed,Cash Desk,2025-03-03 12:02:40.485972
6be9314a9b6c,TZSH,withdrawal,Failed,Bank Transfer,2025-03-02 08:00:39.994713
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-22 22:38:13.972141
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-20 16:53:33.962763
51a8dc5ff7ea,USH,W,Pending,Mpesa,2025-04-15 02:55:07.286286
238a11fff81c,TZSH,deposit,Failed,Mpesa,2025-04-07 15:46:24.192254
e98d454b9c64,RF,D,Failed,Cash Desk,2025-03-04 17:33:55.991730
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-03-28 17:11:54.323289
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-18 17:50:50.391540
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-11 16:12:43.520453
e77fa5c49141,RF,withdrawal,Failed,Paypal,2025-03-21 22:34:28.434920
f0508c69cbf3,KSH,withdrawal,Pending,Mpesa,2025-04-17 08:59:23.159398
b714920fb84f,USH,withdrawal,Failed,Cash Desk,2025-02-04 08:38:15.715473
06e4c956cd9c,USD,Deposit ,Pending,Mpesa,2025-04-28 06:10:49.454780
66b76ff7d821,RF, Withdrawal ,Failed,Cash Desk,2025-02-21 08:44:34.750953
0bc9fdd6a8b6,KS,D,Pending,Bank Transfer,2025-04-27 16:44:06.859451
6dc37aa328fa,USH,Deposit ,Failed,Paypal,2025-03-04 22:15:41.797638
92917c8a4c38,TZSH,deposit,Pending,Card Payment,2025-04-18 18:05:55.004378
38a920b1b9eb,USD,D,Completed,Paypal,2025-04-15 10:06:57.188886
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-18 23:58:15.547195
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-03-02 21:40:45.035432
bf5cf6a943a2,TZSH, Withdrawal ,Failed,Cash Desk,2025-03-21 10:38:33.046101
d59b6dbd034c,RF, Withdrawal ,Failed,Bank Transfer,2025-02-04 11:01:27.571717
f550a92729bb,KS, Withdrawal ,Failed,Mpesa,2025-03-03 10:36:13.313488
57e82d9be633,USH,withdrawal,Failed,Paypal,2025-03-30 18:28:03.155229
08ba0855da82,TZSH,Deposit ,Failed,Mpesa,2025-02-27 01:03:11.663237
ae4dc6017db9,RWF, Withdrawal ,Failed,Mpesa,2025-03-19 02:50:08.165159
921056da457c,KSH,W,Failed,Paypal,2025-03-30 07:27:07.705076
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-11 18:06:37.149157
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-02-02 00:08:07.716431
9895b982b15c,RWF,W,Failed,Paypal,2025-04-12 08:45:30.827391
bea1bf423a7a,KSH,D,Failed,Cash Desk,2025-03-28 02:29:31.791103
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-02-06 13:31:22.950238
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-28 07:21:20.007601
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-04-04 11:56:47.336342
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-11 14:48:59.794890
a5e475f8d336,UGSH,W,Completed,Mpesa,2025-04-28 06:56:30.594624
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-15 22:43:00.416721
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-02-27 01:46:57.203837
636b6178cf25,KES,deposit,Failed,Cash Desk,2025-02-25 16:37:00.798837
85e97e1b5d82,USH,deposit,Failed,Cash Desk,2025-02-21 11:57:14.050237
238a11fff81c,TZSH,deposit,Failed,Mpesa,2025-02-14 22:04:38.682003
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-27 13:35:45.400030
7386933a29fa,KES,D,Failed,Mpesa,2025-02-16 16:05:20.472193
a4ab95b799cd,UGX,deposit,Failed,Card Payment,2025-03-02 22:23:17.028181
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-02 12:02:16.907941
a52808b861db,RF,D,Failed,Paypal,2025-02-04 03:05:51.766138
e89ab7d4dab2,KSH,D,Completed,Bank Transfer,2025-04-26 10:16:33.635268
2a2b4e0dcca1,USH,W,Failed,Bank Transfer,2025-03-15 22:50:41.660185
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-03-07 13:56:28.134101
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-04-01 00:35:42.664234
42971f64c1b6,USD,Deposit ,Completed,Cash Desk,2025-04-16 03:39:39.530868
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-02-10 15:31:40.162663
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-04-05 04:02:45.047305
b9c10b29bcf4,RWF,D,Failed,Paypal,2025-03-20 08:11:53.744202
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-12 15:05:48.644502
1927f06256bf,UGX,Deposit ,Failed,Bank Transfer,2025-03-22 22:10:26.288408
9d62deca81a8,TZS,D,Failed,Cash Desk,2025-02-16 16:42:38.891655
8e3129740440,RWF,deposit,Failed,Card Payment,2025-02-04 01:23:17.308580
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-04-05 14:09:37.661305
d86a501d416b,UGSH,Deposit ,Pending,Cash Desk,2025-04-26 11:10:36.628133
f4898f37e44c,USD,withdrawal,Pending,Bank Transfer,2025-04-22 22:47:34.035115
b8536b339457,USD,W,Failed,Mpesa,2025-03-04 11:45:00.414630
f9b7845db9b5,KES, Withdrawal ,Pending,Paypal,2025-04-19 11:48:41.883232
fd5da293bb89,USH,Deposit ,Pending,Paypal,2025-04-20 01:49:01.519808
2ea71a63f274,TSH,W,Completed,Mpesa,2025-04-25 03:29:20.616657
dc81c6e4bcd8,RF,Deposit ,Pending,Mpesa,2025-04-23 21:00:30.569901
972a2eae2a5e,KES,W,Failed,Mpesa,2025-04-11 12:25:47.762579
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-06 14:53:27.632434
c536abd30b9d,TZS, Withdrawal ,Pending,Paypal,2025-04-16 02:21:28.405888
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-27 20:40:10.454166
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-03-12 01:54:57.126334
2be71bfa8808,UGX,deposit,Failed,Cash Desk,2025-02-22 09:48:06.923907
c4468ee0a450,TZSH,withdrawal,Pending,Mpesa,2025-04-24 07:53:28.851840
0e9dee8954e3,USD,W,Completed,Cash Desk,2025-04-19 07:13:47.291039
b8536b339457,USD,W,Failed,Mpesa,2025-04-01 09:37:11.987191
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-04-13 00:00:42.185917
4c4383674a5f,TZS,withdrawal,Completed,Bank Transfer,2025-04-25 00:30:43.352520
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-04-11 01:11:46.496449
e5f4d3ab144b,KSH, Withdrawal ,Completed,Bank Transfer,2025-04-17 20:54:44.117352
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-05 00:55:59.597491
22d2f675ef20,TZS,deposit,Failed,Card Payment,2025-03-07 00:23:26.797038
e77fa5c49141,RF,withdrawal,Failed,Paypal,2025-02-11 22:13:22.679881
34470b3c8658,KS,withdrawal,Pending,Paypal,2025-04-23 10:52:07.021576
bc61bd2acab9,USH, Withdrawal ,Completed,Paypal,2025-04-27 03:07:52.439484
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-03-16 11:44:04.339710
8b172ea1547d,RWF,Deposit ,Failed,Paypal,2025-02-04 16:53:15.840608
fea4df2d4869,KSH,Deposit ,Failed,Paypal,2025-02-25 01:20:25.170130
9d6d8394a72c,USH,deposit,Failed,PayPal,2025-02-27 22:55:23.934180
53fd3ee10c58,TZSH,D,Failed,Paypal,2025-04-07 04:14:52.770828
92d3ac76a705,RF,deposit,Failed,Cash Desk,2025-02-06 21:00:27.460132
d89d28618988,KSH,deposit,Failed,Mpesa,2025-03-31 03:59:47.925802
61188ef40bab,USH,D,Failed,Cash Desk,2025-03-13 06:14:23.105322
3e1c4ec6f728,TZS,W,Failed,Bank Transfer,2025-02-14 04:00:47.756025
fa188b8433c7,RF,deposit,Completed,Bank Transfer,2025-04-18 02:47:47.361912
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-02-18 01:04:17.362211
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-02 11:25:51.683586
7623b22ee7af,TSH,W,Completed,Paypal,2025-04-20 20:14:02.152453
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-03-28 21:53:27.270521
5694c9779386,KSH,withdrawal,Completed,Paypal,2025-04-22 14:52:02.306447
b4b40589beb6,UGX,Deposit ,Failed,Mpesa,2025-03-06 11:37:36.270375
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-08 06:06:01.592109
636aa734b379,RF,deposit,Failed,Bank Transfer,2025-04-07 10:43:44.275482
6189f0695574,KS,D,Failed,Mpesa,2025-04-13 02:52:40.015395
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-04-11 13:43:07.964968
316bad09b79f,TZS,withdrawal,Failed,Mpesa,2025-03-11 13:42:17.511652
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-17 17:13:02.675320
7e5beeeffd78,KSH,D,Completed,Paypal,2025-04-19 15:45:15.560839
27a558816643,USH,Deposit ,Failed,Cash Desk,2025-02-18 16:01:46.160382
8377b3524b94,TZSH, Withdrawal ,Failed,Mpesa,2025-03-18 03:24:10.829079
b82941fc9005,RF,Deposit ,Failed,Paypal,2025-04-09 09:37:05.722955
09422b659ea8,KS,withdrawal,Failed,Cash Desk,2025-02-14 11:47:41.120764
edc1962906b1,UGX,withdrawal,Failed,Cash Desk,2025-03-14 05:28:33.728356
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-27 11:47:31.429586
05792f8972d2,RF, Withdrawal ,Failed,Mpesa,2025-04-02 17:03:21.754380
b98205d5039b,KS, Withdrawal ,Failed,Cash Desk,2025-02-22 19:20:33.331282
b65aeb096539,UGSH,W,Failed,Cash Desk,2025-02-21 22:35:30.417265
427e77cd4d27,TZSH,Deposit ,Failed,Cash Desk,2025-02-05 03:30:52.582244
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-04-05 07:39:50.176494
67e530ca0bb6,USD,D,Failed,Mpesa,2025-03-18 23:22:48.729499
7dbdf2e61568,USD,deposit,Completed,Mpesa,2025-04-17 18:25:30.955811
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-02-10 22:33:06.112640
0b8553017c2e,RWF,withdrawal,Failed,Mpesa,2025-02-18 08:37:01.321382
2f94daaf1364,KS,Deposit ,Failed,Bank Transfer,2025-02-21 22:44:01.931594
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-04-05 10:14:03.888370
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-02-03 16:46:10.508165
0d48d1488a86,USD,W,Failed,Paypal,2025-02-21 22:40:16.226727
6e272cf1277d,KSH,D,Failed,Mpesa,2025-02-15 11:23:55.388510
c0ec1d4d1033,UGSH,deposit,Failed,PayPal,2025-04-07 08:07:47.712705
54bed65ea8e9,TSH,W,Failed,Cash Desk,2025-03-17 21:28:06.737020
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-02-26 09:53:37.742249
f288c662ff74,USD,W,Completed,Mpesa,2025-04-19 04:40:49.977892
db16856c3b50,UGSH,Deposit ,Completed,Paypal,2025-04-21 07:42:03.446060
3cd40c008adf,TSH,W,Completed,Bank Transfer,2025-04-28 06:41:33.689961
b9c10b29bcf4,RWF,D,Failed,Paypal,2025-04-13 00:34:41.228328
526ad7451456,KSH,D,Failed,Bank Transfer,2025-04-07 18:41:12.676345
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-03-20 01:49:49.469338
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-03-28 14:07:23.025833
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-02-10 04:31:15.410289
a01d545e1739,KS,D,Failed,Bank Transfer,2025-03-29 18:53:57.648342
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-10 23:56:58.080594
6a2802fb2be3,TZSH, Withdrawal ,Failed,Bank Transfer,2025-02-07 11:36:48.863630
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-03-08 12:06:34.009501
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-16 00:00:42.751560
7cf5fb614f42,UGSH,deposit,Failed,Cash Desk,2025-02-15 00:56:26.946282
d891fbc2ab04,TZS,D,Failed,Bank Transfer,2025-03-06 20:50:48.558103
1a99c857a0fa,RF,W,Failed,Bank Transfer,2025-03-20 02:48:13.004085
081cff3b9fed,KES,W,Failed,Paypal,2025-03-19 09:53:45.744100
152cababf44c,UGSH,deposit,Failed,Card Payment,2025-02-03 02:02:39.480022
5b22ea07c0c6,TZSH,D,Pending,Paypal,2025-04-26 04:02:41.091190
b8536b339457,USD,W,Failed,Mpesa,2025-02-23 00:07:36.785384
3ed1835d8afe,KS,Deposit ,Pending,Cash Desk,2025-04-18 16:23:31.668520
